time [Myr],wd1 [m],wd2 [m],wd3 [m],wd4 [m]
0.5554,-0.9769369370630052,-0.9662531033107911,10.406288608512988,41.12516889246045
0.5556,-0.970936937063005,-0.9602531033107908,10.411576945664436,41.13116889246045
0.5558,-0.9649369370630048,-0.9542531033107906,10.417576945664436,41.13716889246045
0.556,-0.9589369370630045,-0.9482531033107904,10.403523972388967,41.143168892460366
0.5562,-0.9529369370630043,-0.9422531033107902,10.388891980343317,41.14916889246028
0.5564,-0.9469369370630041,-0.9362531033107899,10.394891980343317,41.15516889246028
0.5566,-0.9409369370630039,-0.9302531033107897,10.400891980343317,41.14959427944602
0.5568,-0.9349369370630036,-0.9242531033107895,10.406316302481969,41.14301807535594
0.557,-0.9289369370630034,-0.9182531033107892,10.391157260809223,41.13588999378878
0.5572,-0.9229369370630032,-0.912253103310789,10.396420087366714,41.14188999378878
0.5574,-0.9169369370630029,-0.9062531033107888,10.401345835831975,41.12826230719225
0.5576,-0.9109369370630098,-0.9002531033107886,10.310973112091474,41.114631855465795
0.5578,-0.9049369370630096,-0.8942531033107883,10.22264327777286,41.11978157302593
0.558,-0.8989369370630023,-0.8882531033107881,10.142117910282003,41.113278780936
0.5582,-0.892936937063002,-0.8822531033107879,10.059018159085142,41.107022221984884
0.5584,-0.8869369370630089,-0.8762531033107877,9.992001312865348,41.10100372233079
0.5586,-0.8809369370630087,-0.8702531033107874,9.926451048259786,41.09476399537225
0.5588,-0.8749369370630085,-0.8642531033107872,9.863076852147671,41.10076399537225
0.559,-0.8689369370630011,-0.858253103310787,9.803965852326307,41.09420067452817
0.5592,-0.862936937063008,-0.8522531033107867,9.809293054235305,41.08742118616256
0.5594,-0.8569369370630078,-0.8462531033107865,9.79600195120313,41.080868527942755
0.5596,-0.8509369370630075,-0.8402531033107863,9.802001951203131,41.086868527942755
0.5598,-0.8449369370630073,-0.8342531033107861,9.808001951203131,41.080596821812996
0.56,-0.8389369370630071,-0.8282531033107858,9.736192818708261,41.07434493123241
0.5602,-0.8329369370630069,-0.8222531033107856,9.674810402665372,41.06779662840113
0.5604,-0.8269369370630066,-0.8162531033107854,9.680810402665372,41.07379662840113
0.5606,-0.8209369370630064,-0.8102531033107851,9.682638011436872,41.07979662840113
