time [Myr],sac1 [m],sac2 [m],sac3 [m],sac4 [m],sac5 [m],sac6 [m],sac7 [m],sac8 [m],sac9 [m],sac10 [m],sac11 [m],sac12 [m],sac13 [m],sac14 [m],sac15 [m],sac16 [m],sac17 [m],sac18 [m],sac19 [m],sac20 [m],sac21 [m],sac22 [m],sac23 [m],sac24 [m],sac25 [m],sac26 [m],sac27 [m],sac28 [m],sac29 [m],sac30 [m]
1.06,54.04121359446798,55.66038110574364,57.41477474799444,59.02794741960576,60.73452743860921,62.39149490642557,63.995093572014476,65.67093345272323,67.37497950718266,69.08870727737263,70.71482418678718,72.43114873272381,73.85229055196794,33.582102436029835,28.484536908187522,26.21276354676498,25.100304154832042,24.07463226037031,23.568079746316023,22.68301508373067,21.224452736916245,20.88600614178616,20.788823048352096,20.451775728137633,20.11819752091491,20.46559182183159,20.84406830750764,22.187872498905815,21.452984209814566,19.852165676292227
1.08,54.04121359446798,55.66038110574364,57.41477474799444,59.02794741960576,60.73452743860921,62.39149490642557,63.995093572014476,65.67093345272323,67.37497950718266,69.08870727737263,70.71482418678718,72.43114873272381,73.85229055196794,34.416050012653905,28.89507634795756,26.670878232485308,25.545837986377286,24.40254084400037,24.174774116466594,22.953150387058884,21.31949138493309,21.36881378110741,21.136793676815135,20.771655958376993,20.962643215838664,20.993267895388307,21.235783457619853,22.332463590661686,21.807790935249205,19.949220395933544
1.1,54.04121359446798,55.66038110574364,57.41477474799444,59.02794741960576,60.73452743860921,62.39149490642557,63.995093572014476,65.67093345272323,67.37497950718266,69.08870727737263,70.71482418678718,72.43114873272381,73.85229055196794,35.59893728741291,29.22912827052492,27.373280016155913,25.945147500690705,24.54310071359934,24.312056594755045,23.59860165323666,21.550461415157116,21.681974908326264,21.836903384440067,21.44340581760062,21.48578356764524,21.500892635423583,21.61729733723643,22.339675587410255,21.809139674229147,19.951460446631234
1.12,54.04121359446798,55.66038110574364,57.41477474799444,59.02794741960576,60.73452743860921,62.39149490642557,63.995093572014476,65.67093345272323,67.37497950718266,69.08870727737263,70.71482418678718,72.43114873272381,73.85229055196794,41.72413872365227,29.785089313150046,27.577459036265346,26.156975696827015,25.32867150173906,24.815683893904644,23.96808152612691,21.849624935358083,22.049587446352533,22.5115314838779,21.54940141754635,21.607377735411603,21.802560387968487,22.15926242642057,22.57846036833527,22.042791382893533,20.36829549188579
1.14,54.04121359446798,55.66038110574364,57.41477474799444,59.02794741960576,60.73452743860921,62.39149490642557,63.995093572014476,65.67093345272323,67.37497950718266,69.08870727737263,70.71482418678718,72.43114873272381,73.85229055196794,51.670611193869604,30.65508024389775,28.17323043317152,26.800316036634417,25.82418748249978,25.262813475324833,24.29731388174056,22.440653743066783,23.04088196769109,23.050818243479945,21.944154997279842,22.14759492765458,22.001488687984796,22.257644598248145,22.74320655668449,22.43004112913999,20.96269460041839
1.16,54.04121359446798,55.66038110574364,57.41477474799444,59.02794741960576,60.73452743860921,62.39149490642557,63.995093572014476,65.67093345272323,67.37497950718266,69.08870727737263,70.71482418678718,72.43114873272381,73.85229055196794,58.27946837155572,31.177624418307587,28.80276099231425,27.069643576116235,25.90698438205834,25.767097817114593,24.559652514044945,23.084204674689197,23.701184688084886,23.693550420248215,22.304565727747338,22.64024321989873,22.209168591818628,22.475395255783674,23.56852038708757,22.92837576278062,21.387545892077842
1.18,54.04121359446798,55.66038110574364,57.41477474799444,59.02794741960576,60.73452743860921,62.39149490642557,63.995093572014476,65.67093345272323,67.37497950718266,69.08870727737263,70.71482418678718,72.43114873272381,73.85229055196794,67.69103668468672,32.022861665028096,29.18271905157946,27.789134881626513,26.41123347664065,26.018867968516172,25.08459326992503,23.59465265553928,24.40937745747745,24.42050655814482,22.706775041647443,23.066544653337335,22.73764533516627,23.15638729666395,23.73161381272694,23.421669419479336,21.713202400275897
1.2,54.04121359446798,55.66038110574364,57.41477474799444,59.02794741960576,60.73452743860921,62.39149490642557,63.995093572014476,65.67093345272323,67.37497950718266,69.08870727737263,70.71482418678718,72.43114873272381,73.85229055196794,72.78960250293962,32.86056132565144,29.422860245778093,28.24663437203995,26.974105199203834,26.189875653708086,25.462092051035246,23.885174951046626,24.45377162743401,24.50753501755008,23.118017928361727,23.456853485001687,22.937558017539665,23.275816436019902,24.231731324619354,23.906991880558117,22.075886394805362
1.22,54.118589429883556,55.82353510068404,57.66685436729939,59.25457392412099,60.92753897688482,62.61823678443497,64.30203569609701,65.90657469437899,67.49828269012691,69.30004766281886,70.96952568267552,72.63052606986436,74.16878456366757,75.28219638820491,34.19166241689134,29.737979791149662,28.572928173061005,27.563786426406384,26.46873161133437,25.603379780952896,24.444004775977334,25.02101487807049,24.77575299853396,23.27744751430405,23.749534470878146,23.41824116020953,23.769060805839825,24.891852640297298,24.435122482707794,22.61120394614926
1.24,55.444379064383256,57.04225288781393,58.779042412189426,60.4750132484305,62.128997168031226,63.830821820722136,65.48845930732266,67.13153753975935,68.77928951634301,70.50663863855976,72.10898334442,73.86808816731025,75.46345888490478,77.14932209111205,36.828134604767186,30.362367763288827,28.99581322450787,27.919230807237497,27.067242246225977,26.094072373725066,25.069173175730185,25.39942597014046,25.12348520909827,23.902843281438376,24.30006609324104,23.761716296028634,24.28186383778014,25.13796014040554,24.701226128126496,23.413014766241492
1.26,55.83351041686711,57.464384989602394,59.14870644033452,60.825948842001864,62.48408837968162,64.16545236278695,65.82308107044712,67.53317715933201,69.19130055853674,70.80421688568175,72.46985745422216,74.16509978241592,75.80194995627265,77.52739132854661,40.40126882557664,30.683697967384003,29.347309875099103,28.361438933279448,27.34897684365074,26.29102654520484,25.089885935378515,25.62219103978011,25.530864064623852,24.465474477410954,24.810395278231827,24.378125307588295,24.668402017069987,25.373318891297515,25.286696246877142,24.177097818613152
1.28,55.83351041686711,57.464384989602394,59.14870644033452,60.825948842001864,62.48408837968162,64.16545236278695,65.82308107044712,67.53317715933201,69.19130055853674,70.80421688568175,72.46985745422216,74.16509978241592,75.80194995627265,77.52739132854661,49.714242650965325,30.990146616988397,29.908590435622195,28.771045453258868,27.856813726581038,26.852768180158886,25.326673964144703,26.05846664642244,25.93428638177763,25.006872168387495,25.26632970671164,24.65178174521234,25.115057126102506,25.756181155990934,25.562642955144153,24.407211875479405
1.3,55.83351041686711,57.464384989602394,59.14870644033452,60.825948842001864,62.48408837968162,64.16545236278695,65.82308107044712,67.53317715933201,69.19130055853674,70.80421688568175,72.46985745422216,74.16509978241592,75.80194995627265,77.52739132854661,60.64803062805315,31.809149939483117,30.077718826784697,29.162898405922714,28.048034257213054,27.125240347714666,25.77882503449197,26.265240253513234,26.254644354709153,25.617850482659524,25.337657725821597,24.890705020691428,25.5135670581108,26.201914634240808,25.70998226225681,24.738008582559925
1.32,55.83351041686711,57.464384989602394,59.14870644033452,60.825948842001864,62.48408837968162,64.16545236278695,65.82308107044712,67.53317715933201,69.19130055853674,70.80421688568175,72.46985745422216,74.16509978241592,75.80194995627265,77.52739132854661,68.7078182242858,32.861728288377364,30.571456980803028,29.499051821052213,28.703650427667036,27.43189960700459,26.271655881695597,26.360007661916935,26.286006187417364,25.639012512697732,25.78935639924315,25.632204038089476,25.85453304994444,26.208916276262354,25.831146865360665,25.379342845856677
1.34,55.83351041686711,57.464384989602394,59.14870644033452,60.825948842001864,62.48408837968162,64.16545236278695,65.82308107044712,67.53317715933201,69.19130055853674,70.80421688568175,72.46985745422216,74.16509978241592,75.80194995627265,77.52739132854661,73.3058471049147,33.75084400052954,31.429497379134986,29.849873186764036,28.98294535030531,27.863882114024005,26.33381648372215,26.613067327470436,26.675472750661044,26.135683876733374,26.180125966750413,25.90514426778179,26.427962100661492,26.52154626395296,25.97327344119654,25.562292803025397
1.36,55.83351041686711,57.464384989602394,59.14870644033452,60.825948842001864,62.48408837968162,64.16545236278695,65.82308107044712,67.53317715933201,69.19130055853674,70.80421688568175,72.46985745422216,74.16509978241592,75.80194995627265,77.52739132854661,75.76473258667615,34.76919314442766,31.787140261956353,30.224256847724817,29.31926429302665,28.12708973057189,26.903147024232787,26.901634047950164,26.97166653695652,26.24521487015981,26.301124199302077,26.290222107423684,26.90284664552258,26.986393945776534,26.648996039879485,26.254230488543786
1.38,55.83351041686711,57.464384989602394,59.14870644033452,60.825948842001864,62.48408837968162,64.16545236278695,65.82308107044712,67.53317715933201,69.19130055853674,70.80421688568175,72.46985745422216,74.16509978241592,75.80194995627265,77.52739132854661,78.19763982483174,36.24420459243527,32.50020406653374,30.66989726836496,29.900287774362955,28.237197231462662,27.281222369208162,27.29037487731828,27.627905957287666,26.93684643785998,26.880237298772496,26.81630201693183,27.127520216885177,26.997804700059817,26.795918549306744,26.757432556662827
1.4,56.88445996777861,58.758227937931736,60.40244351412638,62.04222179975342,63.777557323124455,65.46574141011433,67.14790950649515,68.74742886946001,70.28907057546584,71.9438109150315,73.71731688241985,75.36189559631495,77.03179807089293,78.62955557187881,80.45587717228057,40.458716383121086,32.8517466878449,30.9561895055234,29.945793516560652,28.592957597464633,27.932343749132198,27.8329830482175,28.054901883480937,27.413021600719976,27.21787421840406,27.307663496271392,27.449607265072157,27.511870489075505,27.70811014641715,27.201063503560388
1.42,59.240085414804845,60.80744336511356,62.55508547112098,64.284770048416,65.964335496571,67.54172508065429,69.19015417255956,70.90739559803123,72.59892943226738,74.27492669314738,75.92920595444816,77.44613644034693,79.12727275381134,80.74487961305114,82.01771695088588,47.2347289933433,33.57707344712299,31.713697811007975,30.62503002444579,29.45649451059539,28.461783341174964,27.991746704115318,28.073066406334185,27.428122879734925,27.484499823257888,27.993054300286424,28.0488693318572,28.434352562453544,28.186004954192185,27.574396643967926
1.44,60.97591336123638,62.67600190545075,64.33328432228807,66.0280572842292,67.74355348758561,69.20121444519816,71.0263272426798,72.56583201869165,74.29830882635083,75.97110512521866,77.7027436825478,79.32980384140423,80.96068041573858,82.6086216042101,84.3856089917037,50.67914944834703,34.42412315539194,32.298302321889004,31.10955753749003,29.870740941984153,29.13653020948609,28.223433745873326,28.26870892940039,27.904172573785758,27.91873384868155,28.69901635020241,28.717148967176517,28.83933468202597,28.810218068683344,28.12834392119059
1.46,61.83704666198157,63.504211640189276,65.16090930708717,66.92636380034355,68.5634846462495,70.16101296191577,71.90570802136841,73.58622609471115,75.22319289897301,76.85432543403306,78.49512887642669,80.2285602346779,81.8447966315215,83.57946809765548,85.18928023528044,59.153561028905294,35.10887062317327,32.66391760933971,31.3791119317603,30.2335960102011,29.557195891473274,28.451850382533397,28.604212077401773,28.500637906549482,28.212118356365895,29.029221413240123,28.880336438074632,29.25864184509713,29.098797535729997,28.34431335695462
1.48,61.96053855379299,63.61094049514462,65.28154507641547,66.92636380034355,68.6820728971669,70.26627374198502,72.0387889120707,73.60902829293177,75.3456492117584,76.93774244011483,78.70424716312246,80.3898637219241,81.95010788738408,83.6630809329504,85.33934205451887,67.36438619233797,35.436991293616785,32.71256868205834,31.4786916557355,30.568980989749008,29.78286496863393,28.896591887647,29.146087283374037,29.104561875922613,28.56517974712253,29.463606642908697,29.08240636914494,29.345647459719235,29.114926966258526,28.564130580115936
1.5,61.96053855379299,63.61094049514462,65.28154507641547,66.92636380034355,68.6820728971669,70.26627374198502,72.0387889120707,73.60902829293177,75.3456492117584,76.93774244011483,78.70424716312246,80.3898637219241,81.95010788738408,83.6630809329504,85.33934205451887,74.98819002965739,35.63199673758037,33.02901157373427,31.59344760958585,30.614745402066152,29.89486053778068,29.286663655698476,29.409831742857392,29.442673272674106,28.6659601922624,29.477122911652497,29.086950628706116,29.448781427966544,29.32021238201437,28.696484336608012
1.52,61.96053855379299,63.61094049514462,65.28154507641547,66.92636380034355,68.6820728971669,70.26627374198502,72.0387889120707,73.60902829293177,75.3456492117584,76.93774244011483,78.70424716312246,80.3898637219241,81.95010788738408,83.6630809329504,85.33934205451887,86.27313990720843,36.73887598061492,33.49009415873504,31.835497710012493,30.70268554833097,30.10960595601224,29.491976784388804,29.98615640336435,29.861431015807334,28.72762314688938,29.83126697647697,29.57562907383344,29.453039403458316,29.73017166606178,28.824400674116028
1.54,61.96053855379299,63.61094049514462,65.28154507641547,66.92636380034355,68.6820728971669,70.26627374198502,72.0387889120707,73.60902829293177,75.3456492117584,76.93774244011483,78.70424716312246,80.3898637219241,81.95010788738408,83.6630809329504,85.33934205451887,86.7804715547927,37.36043130476855,33.98454829910905,32.26819443971531,31.463318084583815,30.552191139949013,29.804449194829157,30.17643443393882,30.381743994161,29.542740061106784,30.37033248190088,29.759837393388704,29.57629126529383,30.112159640961075,29.009544362174402
1.56,62.18011443252572,63.890576474050015,65.55334985890157,67.26159797333787,68.88112422392608,70.57002474319704,72.15860841548547,73.88088182150817,75.52958985923424,77.29718357216467,78.91836381800218,80.48020273337151,82.17288403848498,83.91926480170962,85.55204235336954,87.17907368229511,38.19504339060555,34.4734709934233,33.06072331561162,31.977357425730688,31.11479683036631,29.965468181849296,30.208793770411337,30.568401257368784,30.27957749090651,30.62070850065926,30.387268972973065,29.965656146827943,30.29392876342464,29.461676889887826
1.58,64.36153804156969,66.00249289185412,67.67486726098606,69.2829983268363,70.85353143223078,72.52777551681524,73.95533985719054,75.77989579709957,77.2710127408,78.85913142174856,81.02061865928822,82.516168847204,84.28294826566403,85.96720736773416,87.69359119060911,89.28363614797733,41.652218284919215,35.066700148753405,33.65593858158536,32.27059413317509,31.43603702392729,30.12629365798243,30.254020798633757,31.034222855688387,30.808436209798405,30.912455274614345,31.0707791077979,30.510492531104678,30.463900579547975,29.921617613583486
1.6,67.07250098938187,68.72198437876905,70.40457651408467,71.77934697975473,73.71040003132605,75.42281173163238,77.0312860316935,78.71863742362329,79.74602938556947,81.11234444855509,83.60604758613412,85.11364090992595,87.13167057470436,88.78367543760281,90.39036601657828,92.0837556263426,60.369936425155096,35.41251412549189,34.319436125814164,32.805305653955195,31.941506791677952,30.660245951527408,30.969352253965013,31.667315442653948,31.40440667984855,31.13159712179458,31.414308577418126,31.057316599036564,30.89068126966979,30.322842060394365
1.62,69.83361928090136,71.47178141812975,72.97042350513244,74.88272237170384,76.08892122448376,78.0733008378089,79.32808749551982,80.07648096695773,81.80934391951153,84.87241213673656,86.49632650166062,88.02333629751897,89.78620401165716,91.05516092821593,93.18380664933633,94.85508077193175,76.43794551578166,35.74090101820502,34.63656311815779,33.09487812986031,32.48091794774816,31.110558446429888,31.303581833935365,31.921140407961566,31.986840637875183,31.176964018512972,31.62481077265011,31.126691129007867,30.891947087342952,30.325825066070994
1.64,72.08430876433044,73.75030335448858,74.91271318852488,76.9414559051925,78.79444361555207,80.40551939523993,82.13114644179028,83.81729643622707,85.46513664279193,87.11218568052313,88.84361696354112,90.52345586251165,92.09567780202795,93.75523400632525,95.37059803899903,97.17815249027515,97.12532606222481,36.08067845708592,34.906587355234706,33.82650624382062,32.989587842326415,31.42331898524161,31.860230240428297,32.5695648183193,32.69891408358269,31.65410016060807,32.11810324287908,31.62308215951747,31.359496568259498,30.41467951726177
1.66,73.5837059348031,75.23401272522027,76.92703439241188,78.55738142591663,80.22536740991508,81.97671050684478,83.57128876507603,85.25106257293912,87.0081011828282,88.61766991565999,90.29532709032132,91.95791808755679,93.64325099635734,95.22963179322554,96.90403018259775,98.59911720633106,108.97491085144175,36.09407924378751,34.9288402662783,34.32357493428935,33.576016754328826,31.989740355207097,32.467093935933306,33.185192756421365,33.09471274146261,32.310943377658596,32.50639560889732,32.02221587968352,31.905938322997386,30.971621970584508
1.68,74.17348086112766,75.85254969101618,77.52485191406308,79.16575362804045,80.89406012439733,82.57327664020097,84.19285208125467,85.80962649128226,87.51858138770082,89.19215021996396,90.88791931450461,92.4857604057853,94.20362824793975,95.82236442726119,97.50104602695866,99.15454321889328,108.97491085144175,36.138892460577395,35.35261301520821,34.39874700668097,33.689487468704804,32.01542393178875,32.52415666390899,33.753061634232296,33.60114911084722,32.97860059264039,33.103572181276235,32.497028918401604,32.39120467741941,31.353060732755655
1.7,74.25999270864327,75.9766493796729,77.64821970542096,79.2760437192504,80.89406012439733,82.57327664020097,84.3214443494779,85.89383866347482,87.64464877949436,89.28328753156212,90.88791931450461,92.61265111501812,94.20362824793975,95.91349463858823,97.64202088823147,99.29875571157675,108.97491085144175,36.80019547560744,35.72318686775419,34.671060873621855,33.73029762250386,32.459925429226224,32.85041855686282,33.94678286530315,33.836447509313906,33.42366553306372,33.501858902028374,33.21201935639141,32.96058029455458,31.995535344607553
1.72,74.38513697388382,75.9766493796729,77.64821970542096,79.39071566500563,81.00299393762901,82.66339295569118,84.3214443494779,86.03600502390735,87.64464877949436,89.30510828088688,91.01721220300774,92.70168806978992,94.37518570011267,96.00292647641655,97.64202088823147,99.41534666037208,108.97491085144175,37.43465116425775,36.40298376570133,35.0582110994426,33.77751369111428,32.815294175575275,33.14788063894471,34.03142478688035,33.84141523493952,33.71094973211772,33.86875279650618,33.87935364517775,33.422047332034865,32.078670441391594
1.74,75.07584452948274,76.73409725377482,78.32493658221779,80.01908472257713,81.63559076292044,83.35213282645616,85.00008639967066,86.73021374290268,88.43308031032232,90.01350283978947,91.7371054310353,93.35609362542532,95.04930380187615,96.69072927698292,98.35432252565174,100.02175673989053,109.10534470372492,39.61384207515983,36.56519957155338,35.31081517339307,34.38133059702843,33.359342568271366,33.921393181347916,34.505600267819354,34.31855828263009,34.233937525717636,34.39416598651185,34.10775533157966,33.47214362329775,32.18597835210878
1.76,76.63376499502237,78.43706933665415,80.09136304066513,81.68218649282615,83.30477918402359,84.7700764516255,86.7073394967815,88.27914418489623,90.01981072403179,91.6563307119393,93.32400775172145,94.8962197259818,96.7122511576398,98.3256886241911,99.92252240914699,101.70200047185892,109.1617210838312,42.00077285933178,36.84758179061627,35.66517669093677,34.98395327961907,33.78813028200338,34.11704323380509,34.594440182517125,34.39405246565227,34.690794089330716,34.70030031786365,34.60425937526653,33.81174609481988,32.582825780387516
1.78,78.86536644424908,80.55054517092513,82.30394057198653,84.27972958280957,85.93833873984468,87.65099843178507,89.32334834392395,89.83492671610433,92.62579961135211,94.20246925419794,95.7927129003573,97.06307991828692,99.25646923433035,100.80019076888601,102.5697245695301,104.23521138793468,109.17469667630941,42.56424645579098,36.985950216586616,36.55820750195823,35.548478965343136,34.17783538378123,34.85365316986637,35.26391932336505,35.09073253483186,34.97836436035191,35.03564323858805,34.67689246909266,33.813268167351204,32.58404155945021
1.8,80.84632437421251,84.07785699613525,85.37548602439668,87.42032147605873,88.80236329219089,90.58866853049362,92.01424710787684,93.19084266919853,94.85176561218046,97.0392884295143,98.85248905544007,100.86866843982169,102.49581925840633,103.78385493489674,104.95974406003081,106.79183362140937,109.2278657426805,52.32551647286922,37.46118133770186,37.12088837138131,35.83428539767925,34.27766769268534,35.562806575014875,36.15398012423955,35.363457552289844,35.20227436718572,35.55447592816215,35.092264665661396,34.26245667080639,33.16006680715621
1.82,82.63857289018887,86.06954147134337,88.37547952773727,90.72988644548349,92.36402228474746,93.75136997981424,95.41729997405272,96.97351436217077,98.77271034141033,100.32610212775113,102.31738493761415,104.0738967631568,105.71829329217982,107.04385963645782,108.60778048859146,109.76303193636447,111.01141138692824,62.42055410684332,37.95537965703364,37.56608148103303,36.322581896097425,34.85322703658803,36.04140042860453,36.24380596277424,35.99128166832437,35.76537892918508,35.97026682053163,35.59230127836664,34.762603064836895,33.84355537768315
1.84,85.59338098230201,90.14542255217388,91.81625372083542,93.43768443184916,95.14998811329657,96.84229938373447,98.42054493592717,100.11844607503816,101.83708397626934,103.509234786563,105.12488508948151,106.89593992356914,108.45492842516919,110.19238358583019,111.87370402971868,113.17519280183322,115.14871486504802,76.36938545626715,38.07259053712466,37.91492145758865,36.77545821162536,35.552900376721226,36.39238752913511,36.746928432535924,36.32385690453259,36.192702169578155,36.349615945229964,35.66845718734856,34.921740909680125,34.16876799837639
1.86,89.72702622092629,91.97961093872472,93.73403464407554,95.32622978910562,97.01178408828584,98.65015415863137,100.31412599757765,101.9946324544632,103.69357977091724,105.01960519677885,106.51771594278645,108.66773510437228,110.39169974261475,112.0401597470401,113.6901837536372,115.31225219147068,116.95009433727493,96.34310927902908,38.50983520650146,38.15011051858481,37.022494061638405,35.55483246811733,36.519056904439495,36.86704327703038,37.127221971891835,36.52629633260429,36.79058010024287,36.07281140989996,35.21979919160607,34.26209791182851
1.88,91.28023607232387,92.91555140972588,94.68618415947827,96.35491444731984,97.93094127191969,99.68189329737497,101.30864665284179,102.98739036056676,104.62652974765065,106.26186292769725,108.00384437304473,109.69656495948587,111.3424856767267,112.98957371861881,114.67826667115956,116.36324473414814,117.9837703327296,102.03209639314647,38.814161796977594,38.26798595532971,37.405350929135125,36.29857825266836,36.85052887075559,36.98607489432543,37.19912171873273,36.70806142820263,36.792529013657436,36.12685026615701,35.2283772240996,34.55816193240671
1.9,91.71913048900545,93.37917418359412,95.0945505172053,96.70627994519161,98.41473819042955,100.1055727392139,101.74985566592623,103.40612062351136,105.0437589203125,106.77939953809614,108.361645652158,110.06085299395446,111.68239805860509,113.3678932964774,115.07580783345088,116.71736125399744,118.3573249831799,109.70760335974676,39.18041012587237,38.461593829872136,37.86962437218263,36.63710058327898,37.3921185773791,37.20090430708429,37.19933503422526,36.775753315056555,37.253098267918126,36.528788679882254,35.57623013834319,34.82665241530728
1.92,92.19413389702034,93.81425495283648,95.48054264573977,97.15453723574807,98.86451509171559,100.49389886912175,102.19190626929517,103.79532818277133,105.52174892820278,107.14026989079298,108.81292336253709,110.47434482052542,112.12439769739349,113.89086267470265,115.46750004134833,117.14672072636884,118.81063719575734,117.87563431515808,40.06363715375715,39.11775259390105,38.32674474598285,36.702555837413584,37.44828208371795,37.27950249168973,37.25285094922547,37.04722261248728,37.94977553823796,37.26466087249186,35.86202507312101,35.45708048573308
1.94,93.19373483455604,94.852784406623,96.55511941822911,98.1472734163296,99.80013685347244,101.50707024074255,103.12032543277955,104.8347780476288,106.52965713119673,108.09211458674258,109.80144578579745,111.43328509630956,113.1588142855219,114.82734512987948,116.49094472009968,118.11891233022939,119.77242203392939,119.64536546372375,40.565549343741836,39.52537783148854,38.53414701720878,37.221312749072744,37.83703841716836,37.97365815179108,37.78574451791195,37.58081703018093,38.188511954595285,37.738311175750056,36.49744689281258,35.91428787603583
1.96,95.09997873687011,96.74373683052153,98.45684461341145,100.08231724722083,101.31559984553057,103.2776511292009,105.03660935131057,106.80165812534064,108.44808119437579,110.06133275243094,111.65736100240785,113.41920462973737,114.93849278522326,116.74418604195343,117.94725641340644,119.72001556537498,121.41932976338416,123.06276968123208,42.37702345374336,39.782461024159105,38.562614180313844,37.30362078650129,38.010851862245936,38.315700459203526,38.165625480941586,37.963060635527384,38.298147208835026,37.738763107033954,36.49789158893322,36.13472597614026
1.98,97.89254835298632,99.6051859437051,101.19039005531853,102.7575224280222,104.6003026496521,106.2060314887676,107.90571731329585,109.40779377154865,111.25004963602301,112.7865321913208,113.99602520596447,116.03138954251673,117.89465446372259,119.27642253204846,120.45925078810973,122.62388124251001,124.1109731452159,125.99338343021869,45.41806632991306,40.45939653570079,38.72874222330952,37.951106149051625,38.73519455027612,38.91158784060409,38.779266520312305,38.2216446425123,38.32803479952279,37.738955708001015,36.5030456584268,36.17120160753937
2.0,100.59169780514007,102.46662947474667,104.39404023821264,105.9075756888732,107.96846420557033,109.32004688644847,110.89328909831718,112.67711077816931,113.6647621856894,114.86983510207052,117.56697675316417,119.4937406957111,121.3145163884274,121.7252105872097,123.12591463817382,124.60711305952978,125.9223257338837,129.23534440191443,47.003800607279395,40.896031748635906,38.923461474504926,38.3251724945688,39.04301264828619,39.39812733626203,39.49808889217232,38.89486305248465,38.93472952318373,38.2722383963244,36.99201751163701,36.17147167552119
2.02,103.46812954088621,105.68335447181285,107.92145370968677,109.62144554980742,111.22147726572616,113.05312438951589,114.67581140541758,116.21972427377798,117.92326069648412,119.55095113279954,121.1769924543795,123.09048648765094,124.56542856190369,125.1180928774882,126.23281126273793,127.50066707435889,129.1380703374768,130.86823698710703,51.212115876645704,41.363739292542554,38.99634861975048,38.63883412210799,39.44833030679944,39.67149740320748,39.6268650026411,39.10596409466353,39.20023396380991,38.798334808671235,37.358107350892766,36.257130114808604
2.04,106.59634446361443,109.26798257855023,110.85503300801686,112.29523576327958,113.80195207530743,115.88938521810367,117.40037680786186,119.30584050708401,120.91701511087827,122.55876357395802,124.22073406004505,125.69823349508277,127.50308319195206,129.30938128428355,130.04118710328456,131.01472962429372,134.15519463094327,135.04619194014188,53.31427430346059,41.920147777157574,39.03900818307715,38.639538998268065,39.45342010275293,39.67190619150567,39.6272852876815,39.25185162353715,39.563437036444746,39.09981542897816,37.72975175383068,36.25728457067583
2.06,109.56439761323368,111.16485517062907,112.86368483458303,114.51209644566602,116.13089244461243,117.88689721156175,119.53283626435532,121.18048039830627,122.76733211203504,124.36845291914163,126.18671434222409,127.8661903419265,129.2589428753302,131.2556775862253,132.85995597010404,134.5123871221141,136.1763158231101,137.86648531680797,56.78024680794025,42.149079404137225,39.039236522093404,38.886462388220636,39.73779153159216,40.23134068829351,40.14971639238972,39.831919836523234,39.86215537273666,39.492268222112976,38.24685875552747,36.86794226528704
2.08,110.55525765650643,112.22699942189513,113.85166648203669,115.5424751662188,117.27011309180497,118.92765112811118,120.5675405455738,122.22248250528571,123.8997891444135,125.58111862449218,127.25843282090597,128.89496589849207,130.6225995036527,132.20822205301565,133.92132328895053,135.6223539803759,137.29310885319683,138.92823865622205,64.01070599298708,42.53979947779385,39.70377272914786,39.45228570810251,40.09241942869267,40.63192159120674,40.58782454696641,40.47369597338306,39.949718385691774,39.50222735349756,38.375310838078505,37.10793628279586
2.1,110.96520543419399,112.64245773852471,114.34307407482717,116.03473875248034,117.68250205304157,119.379579178516,121.01847057422529,122.691897750273,124.30215870152027,126.05507868225298,127.69142939399867,129.3305007386404,130.98689753726424,132.65529623059209,134.3665131203984,135.98176369298207,137.653931704527,139.41380401047127,82.2962419983902,42.56007298105325,40.12765821805455,39.870380561181435,40.61187434593175,41.26881831083524,40.90141169759265,41.05748527212244,40.39494657449551,40.03615080519421,38.50661527356541,37.23897623009262
2.12,111.39125833602229,113.03881443097004,114.72555805876598,116.37119413264723,118.06444372512037,119.71652966120335,121.46457989728131,123.03947889751407,124.77165654961092,126.42027782820017,128.061085188075,129.7433306854394,131.38530148264604,133.1417968896582,134.7640787879136,136.44075266101152,138.06683965783554,139.7284805502737,94.54307629189877,43.05263607329471,40.552864335543376,40.13009660084703,40.789406094222706,41.3090620559971,41.03795235924706,41.341107505501974,40.894676392351144,40.412450128104254,38.98471686599784,37.623678080777296
2.14,112.34761320552992,114.00162246356571,115.61696797128812,117.31555980512135,119.05428154507504,120.74611894129927,122.23865686686298,124.05650582592743,125.62329460145106,127.37697463038518,129.10946377442124,130.73221229668883,132.34747219651157,134.00180264611248,135.66626506373626,137.35713507593073,139.06378449072457,140.70245337235446,112.77796871664533,43.19577739688375,40.64384827450643,40.308618226747086,41.07273944059897,41.68696959998137,41.61236659237765,41.77034221500144,41.655075605605404,40.93911997834376,39.22863234632101,37.95847233110302
2.16,114.22459588363756,115.83297895100748,117.16515382503039,119.14383565330881,120.8426379806324,122.47711986220762,123.98783760249844,125.66390523053087,127.39274377818626,128.80410097836315,130.7326909024692,132.24553851832536,134.16861931790697,135.80589006020264,137.53591375944117,139.10688488514072,140.81597363935285,142.44958236306985,137.78180905918006,43.37649544971638,41.1534331617685,40.72673016122305,41.55843273150318,42.02680341286742,41.6804685353796,41.88586424380377,41.69798363993809,41.01508759360662,39.23538243790581,37.958478780983576
