time [Myr],adm1 [m],adm2 [m],adm3 [m],adm4 [m],adm5 [m],adm6 [m],adm7 [m],adm8 [m],adm9 [m],adm10 [m],adm11 [m],adm12 [m],adm13 [m],adm14 [m],adm15 [m],adm16 [m],adm17 [m],adm18 [m],adm19 [m],adm20 [m],adm21 [m],adm22 [m],adm23 [m],adm24 [m],adm25 [m],adm26 [m],adm27 [m],adm28 [m],adm29 [m],adm30 [m],adm31 [m],adm32 [m],adm33 [m],adm34 [m],adm35 [m],adm36 [m],adm37 [m],adm38 [m],adm39 [m],adm40 [m]
2.415,137.0013725383365,138.3367360316584,141.27112322454553,142.849688562505,145.76489069575425,146.33844836860558,147.94063120492197,148.96141079494782,150.74360887964428,152.00833590517365,151.9540258990192,155.32894601786901,157.94896222098285,158.28297367907578,161.10637731230608,163.129484566149,164.32756838650215,165.40513754614747,147.07345523371706,90.86124820882044,58.93814341269302,46.88304442036633,41.914003439530084,39.4505715274916,38.979263838014425,40.53925213317453,40.70765242421567,41.329825591912616,40.28841235377542,40.25421538436168,40.0305475882179,38.976470518852715,38.8656095793782,39.30786376454039,39.919460492910176,40.89939655266659,42.91542818264292,43.8305024328471,43.73278711502983,45.2112921390923
2.416,137.67181819722248,138.34555860213922,141.27112322454553,142.849688562505,145.76489069575425,146.33844836860558,147.96591956965247,148.96141079494782,150.9176707054613,152.01704124510977,151.97429898132316,155.4282662728404,157.94896222098285,158.29342218418404,161.10637731230608,163.1561712819248,164.3921877245292,165.40513754614747,147.07345523371706,91.01604102081691,58.93814341269302,46.88304442036633,41.92302817033932,39.4505715274916,38.98951045080396,40.55796347437157,40.71935914981986,41.329825591912616,40.290384629223155,40.25421538436168,40.0305475882179,38.978746989781726,38.86661408686589,39.30854399988947,39.920271661706806,40.90240725873828,42.92354375924536,43.83564013460958,43.74703173146334,45.215766006647264
2.417,137.83455324958126,138.34555860213922,141.29325926196142,142.849688562505,145.76489069575425,146.33844836860558,148.01988919220045,149.55228858050302,151.03821359751782,152.03604111822366,152.13080248688513,156.00643130607668,157.94896222098285,158.3131365046785,161.10637731230608,163.26859439686788,164.60720962616253,165.40513754614747,147.07345523371706,91.06469785671977,58.945738426094444,46.88304442036633,41.97521197285377,39.534648901023836,39.001988159554045,40.56803047548954,40.72967897849706,41.329825591912616,40.29362378712339,40.25421538436168,40.0305475882179,38.98101306327956,38.86762401416412,39.30922146981225,39.92108952992059,40.90547979927963,42.93113140830906,43.84083350553365,43.754055470106834,45.21963443330975
2.418,138.19392216131212,138.63850996809677,141.30755470790953,142.91419663520946,145.76489069575425,146.46669260883633,148.06362098923017,149.81229190877826,151.20192419195993,152.6647244840847,152.13080248688513,156.00643130607668,158.01970337220928,158.33812787786962,161.10637731230608,163.3527403813103,164.78479039223996,165.40513754614747,147.11113138610742,91.83077674828621,58.96018191560167,46.88304442036633,41.99013225049726,39.598682053579935,39.03755171779537,40.69690973534956,40.73887727199491,41.329825591912616,40.297047135016975,40.25421538436168,40.0305475882179,38.983269921599195,38.86863923023447,39.30989624685663,39.92191413887688,40.90862036673228,42.9382295097279,43.84591848381367,43.89924774177791,45.22353594330063
2.419,138.19392216131212,138.76679196914336,142.04240586554835,142.97036065403717,145.76489069575425,146.56758072842044,148.10699721978855,149.81229190877826,151.39418624807797,153.08567920807826,152.13080248688513,156.33990017679395,158.06667672364244,158.5571355288318,161.10637731230608,163.41913180635612,164.7958361509774,165.40513754614747,147.8735025375326,91.99403635657698,58.980885274346335,47.00914750653799,42.00098392406739,39.68178755445841,39.0798482821455,40.69690973534956,40.74718631241362,41.329825591912616,40.30056610086718,40.25421538436168,40.0305475882179,38.98551897545784,38.86965955092184,39.31056844335236,39.92274494550111,40.91183641120542,42.944891827273544,43.8507979557193,43.99823618659201,45.23140183458881
2.42,138.19392216131212,138.78895581920344,142.04240586554835,143.0188929538045,145.76489069575425,146.64786395231712,148.61844720158868,149.82369729268498,151.55798391033358,153.35104225718362,152.15509071591254,156.33990017679395,158.8508094905071,158.7301237798426,161.10637731230608,163.48212213242178,164.95561849012876,165.7417810611406,148.54344872590505,92.03306851988684,59.00343507370698,47.00914750653799,42.11278888328091,39.73239492370565,39.27169327495956,40.69690973534956,40.754801555821416,41.329825591912616,40.30412307507551,40.25421538436168,40.0305475882179,38.98775892911846,38.87068486032358,39.31123813569318,39.923583018121455,40.915131694140435,42.951159426517,43.85541467783791,44.08876947873014,45.24400381883287
2.421,138.19392216131212,140.46055532839958,142.04240586554835,144.15569615198999,145.76489069575425,146.72331185581703,148.61844720158868,149.8326432515985,151.56904650545633,153.37375963182873,152.2145181033849,156.33990017679395,158.8508094905071,158.75959034933052,161.10637731230608,163.52987035671842,165.1414001010014,165.7417810611406,148.54344872590505,92.19046657087858,59.189812457935,47.00914750653799,42.256570853445325,39.73239492370565,39.282176672264164,40.701333498985754,40.76188723521358,41.329825591912616,40.307679294166626,40.25421538436168,40.0305475882179,38.98999086504705,38.87171841993222,39.31190541222461,39.92442778802676,40.91850940384603,42.957202159291846,43.859737360633815,44.0960881045474,45.259888253413905
2.422,138.1967547444486,140.46055532839958,142.15842534684649,144.15569615198999,145.76489069575425,147.72172972532672,148.61844720158868,149.96025340068883,151.74621151718105,153.55823021693416,152.24719009232103,156.8398189477636,158.8508094905071,158.80986720055654,161.1989150979706,163.57461317883227,165.15521075991663,165.7417810611406,148.8235029296947,92.81209095273138,59.37252851064847,47.00914750653799,42.256570853445325,39.73239492370565,39.29152734308348,40.70857293582495,40.768572771842194,41.329825591912616,40.31120492586492,40.25421538436168,40.0305475882179,38.992217448668285,38.872766249956406,39.3125703240071,39.92527877929919,40.921970427388615,42.96318634102435,43.863753580527074,44.10793225542993,45.27804324624513
2.423,138.20236825055832,140.46055532839958,142.1954253586347,144.15569615198999,145.76489069575425,147.72172972532672,148.64150198228026,150.04749453932158,151.87934040614843,153.694379560084,152.34833010142168,156.8398189477636,158.8508094905071,159.03961350171102,161.28306942382966,163.60857329802897,165.86239733474613,165.7417810611406,149.1742107063937,93.26437562477396,59.50399287479797,47.19836892854573,42.256570853445325,39.752820955574315,39.41957394167762,40.7176029474772,40.7749505929899,41.329825591912616,40.31468486743629,40.25421538436168,40.0305475882179,38.994441459624085,38.87383230122395,39.31323296000137,39.926136485394146,40.925512483188676,42.969227661251864,43.86746193362751,44.24239664770508,45.297727880309225
2.424,138.20914425910823,140.47125956436753,142.1954253586347,144.18229429522384,145.76489069575425,147.72172972532672,149.43148779538518,150.16957637008875,152.0083093851066,153.694379560084,153.12854490676582,156.8398189477636,158.8508094905071,159.32922764097754,161.3340969388031,163.63418284906936,165.86239733474613,166.40760952912473,149.3589404826609,93.33518303577883,59.65172532304234,47.20872959767108,42.32820120735071,39.752820955574315,39.51100615652037,40.73682175887653,40.781096433374366,41.329825591912616,40.31810668211084,40.25421538436168,40.0305475882179,38.99666726188951,38.874919113385296,39.31389342746965,39.92700137684066,40.92913326167949,42.97541977211655,43.87087101908564,44.34155866514228,45.31014344808783
2.425,138.35591871921557,140.47125956436753,142.3287405766254,144.18229429522384,145.76489069575425,147.72172972532672,149.43148779538518,150.19113426025615,152.11452012518538,153.694379560084,153.2988679671711,156.8398189477636,158.8508094905071,159.56088876888015,161.3340969388031,163.65322065503545,165.86239733474613,166.40760952912473,149.3589404826609,93.70511713034506,59.79344150188418,47.21863401985845,42.40810585755134,39.76903741534419,39.569227643199035,40.75290758016819,40.78706814999038,41.329825591912616,40.32146383073764,40.25421538436168,40.0305475882179,38.99889997047158,38.87602821177921,39.314551873521886,39.927872487047814,40.932829239362846,42.981819589758786,43.873992730588824,44.418584255054434,45.346151747276636
